name,datetiem,text,rate
Spring,2018-02-23,3.5星吧。逝者为大。导演的确是挺有才华的，屡屡感觉看到一些大师的影子；但对我来说，一直有点儿难以入戏，优点和不足都是比较显著了。如果是其他导演，我会想说，以后能做的更好。但是对于他，没有“以后”了。,推荐
影志,2018-11-16,“其他事让我感觉更差”、“人活着呀，是不会好的，会一直痛苦…以为换了个地方会好，好个屁啊，在新的地方会继续痛苦” 绝望孤独，电影拍的都还行，就是人物对白太戾气和负能量，生活中有，但不会喊出来…这是导演独特的地方，但也是他偏执的一面。“那边有个更好的地方，但你不能去，你去了，就解决不好这的问题”,推荐
shoegazerbaby,2018-09-09,接近4个小时令人窒息的真实和沉重，感叹导演年纪轻轻都经历了什么才拍出这样的电影，优秀的演员们，紧凑不安的剧本，素净灰调的摄影，冷处理的分镜节奏，整体完成度都在中上水平，可以说是瑕不掩瑜的长篇处女作，群戏时长确实会比普通男女主角的电影长很多，无奈电影公司水太深，导演的自杀有自身的情绪问题，但更多的应该是对现在整个利益至上的恶俗社会充满了绝望，只能用生命换回作品署名权，除了理解就是可惜，虽然没人真的会了解另一个人的内心，同是抑郁症，无药可救只能学着放过自己，跟周围和解。,力荐
此A无码,2018-08-12,这类剧本真是万年不变……没啥新东西……中国人的格局什么时候能往世界观，大局观，异次元世界走走，或许会有多一些耳目一新的东西。我不论导演的生死，那些拿导演生死说事的，本身就是对作品的不尊重。因为人死了，所以才说作品好，是对作品的侮辱吧。,还行
竺.不二.哼哼,2018-08-02,"继凯里之后，满洲里也将成为一票文青的圣地，只是这块圣地满是墓碑，有一块墓碑上这么写着：
这个国家的人为什么这么邪恶呢？为什么年纪轻轻的就这么邪恶。总是你走在大街上就有个人要跳出来砍死你。
大白若辱，大方无隅，大器晚成，大音希声，“大象”无形。",推荐
三千岁,2018-08-02,230分钟版本，没有开篇字幕、也没有结尾序曲，有的只是几声大象的长嘶。《大象》的天空永远是灰色的鱼肚白、永远伴随着轰隆的背景音。后景永远是虚的，似一道屏障，阻隔了正常的喘息。电影里没有幸福的人，毫无相干的几个人戏剧性的被捆绑在一起，唯一的共同点是都被现实所困，且没有出路。这种朦胧的沉浸感、人物略显深意的对白让电影有了一种底色，桀骜中有无奈、放纵后难释然。一部让我同时想起《牯岭街少年杀人事件》《天注定》《大象》三部的电影，整体大而有型，剧情走的较稳。几处相当精彩的固定长镜头以及自始至终的不规整构图、手持式跟拍等。画面以及配乐营造出焦虑、压抑、紧张的观感，事件的冷处理以及感性的认知与冰冷的现实世界互为关照，但无法相容。斯人已逝，唯生者苟活。席地而坐是跪着的姿态，人人都有向往站起来的权利。,推荐
汪金卫,2018-11-14,【台北金马影展展映】展现出的问题远远多于才华。剧作文本性、台词书面感过强，不少演员台词功底不够扎实，结构也显得刻意生硬。几乎每个主要角色都是郁郁寡欢型的同一模板，行为语言如提线木偶般被编剧操控。满洲里和大象的符号，很是莫名其妙。控诉有余，深度不足。没有挖掘社会性问题。从头到尾串联的长镜头时间过于冗长，内容显得空洞，其泛滥使用也让人疑惑其必要性。应该可以剪到2小时左右。章宇的演技明显比彭昱畅高出好几个等级。配乐给影片加分了,还行
name,datetiem,text,rate
黄小邪,2018-04-10,老中青三代人或许都是导演的化身。自恋自傲与自暴自弃的结合体，悲观与执着两面物。剪到200分钟或三小时以内会更有力量，因为最后一小时神形有些散了。音效还可以更好。运动长镜头与表演贴合很好，画面暗乌的雾霾感是时间紧成本低还是导演故意追求的效果？点题说教的话有点多了，想起杨德昌《麻将》。,推荐
zitsunari,2018-10-06,儘管聲音糟糕，部分台詞文藝病，以及片長確實可以大幅刪削，但這些都不足以阻礙它一騎絕塵地將同類藝術電影甩出好遠。何況還有胡波在戲外無意間和角色命運形成的互文。彭昱暢真的應該好好感謝胡波。,推荐
搬砖侠,2018-07-21,FIRST开幕第一场。大象席地而坐，是对生活失去了希望；我们寻找大象，是为了对抗那无尽的绝望和痛苦。作为青年导演的处女作，确实非常有灵气，无论文本还是镜头语言都有惊艳的地方，尤其中间有几处段落堪称神来之笔，结尾尤其出色。缺点可能是确实有些冗长了吧，未来想走院线会很难,推荐
sTill-Life,2018-07-22,影像处理非常风格化，特写、小景深、长镜头跟拍，制造出局促、焦躁、步步紧逼的空间感，一呼一吸间感觉到摄影机背后的人与影片共同存在。故事中四位主角的命运在一天之中紧紧纠缠，愤怒、冲撞、惨败，所有的一切汇聚到深夜山谷的一束车灯里，瓦解、消散、重构。几声象鸣把符号化的希望定格在瞬间。影片中的电音配乐在一个个缓慢移动的长镜头里涓涓流淌，撑起影片每一分钟该有的情绪。# FIRST 本命年 开幕影片 - 7.21,力荐
丁一,2018-11-21,胡波在满洲里电影院门口，跟二道贩子黄牛党王小帅买了一张票，要去看偶像贝拉塔尔。胡波没想到，王小帅卖给他的是一张假电影票,还行
有心打扰,2018-04-05,绝望的人生是如此相似，除了那个小女孩，我看不到任何一个快乐的人，每个人都在生活中苟延残喘。,推荐
Siyu Huaaa,2018-11-13,你说胡波拍得好吗 他拍得太好了 而且是渐入佳境的好 是目前为止最值的一场金马也是观众鼓掌最久的一场 但是太折腾人了你知道吗 太折腾人了 这片子里的绝望就跟传染病似的 四个小时 一点儿一点儿把你给泡透了 我入场前无意中撞到李安的激动完全被磨没了 哭也哭不出来 心里堵着又下不去 将近一半的时间我都在看人物移动的后脑勺 头晕眼花 太受虐的一部电影了 结束后胡波的妈妈上台说“谢谢大家来看”  谢谢,推荐
阿柴呀,2018-08-07,跟学生作业似的 为什么大家都不好意思打低分？,较差
一匹马赛克,2018-08-06,"不喜欢《大裂》，也不喜欢《夜奔》，但喜欢这部《大象席地而坐》。
中国三四线城市绝大数的日常真是全息式投影的悲剧文学。
极强的文本气息和充满灵气的长镜头处理高出同龄导演好几个身位。戾气又荒诞，绝望又温柔。挥手自兹去，萧萧大象鸣。
喜欢作为导演的你，不喜欢为此自杀的你。“值得为电影献身，但不值得为这部”。",还行
文森特九六,2018-08-02,每个角色身上都背负着一股强烈的颓丧和怒气，但当我们试着追溯这些情绪的起源时，却发现一切都是不充分的，是断裂的，甚至是虚假的，是表演的，不相信现实生活中的人们会这样说话，会说这样的话，更不要提角色们的思维方式与做事逻辑了，只能算是一次宝贵却幼稚的偏执表达，剪辑与摄影如此处理是否必要，还是有待商榷。,还行
莫莫先生,2018-08-10,恍惚觉得听了一首长长的民谣，冰冷又温暖。每个人都是一座孤岛。少年啊，姑娘啊，老头啊，你们的生活是一团乱麻啊。,推荐
无耻不混蛋,2018-08-03,感觉这电影，就是一词：虚无。虚无少年，虚无青年，虚无老年。人生毫无意义，不值一提。懒得再过下去。甚至可以说，这部电影是能描绘我们这个时代，真正的“丧”痛，最精准的也可能是唯一的一部影像作品。,力荐
基瑞尔,2018-07-21,明明只是一天一夜，却融进了太多不可言说的悲伤与困苦--女孩和母亲关系爆发式的失控；老头孑然一身的生活...融合了圣歌的片尾曲和毽子才把人拉出这份泥淖式的情绪。电影之外，会更加思索他所留下的文字；也会一直记得这个在西宁的夏天，听章宇泣不成声说这是胡波“开垦世界的方式”，听编辑追思这个灵魂曾经有过的一生。这是影像力量所带来的余波。,力荐
文桂兒,2018-03-24,用四个小时讲了一个全是屎世界。当人们什么都不相信的时候，没有事情会是好的，会是有希望的。2.5四舍五入,还行
殇潮|Enigma,2018-08-10,没有营养的丧逼电影，诉说一群轴逼互相伤害的故事，然鹅我并没有兴趣知道,较差
無邊無際,2018-02-28,“那個大象，他媽的就坐那兒！”作為一個年輕導演處女作長片，導演走得太悲哀，他應該像電影裡最後那一點善一樣與惡和絕望奉陪到底。貝拉塔爾➕電影版《殺死那個石家莊人》。,推荐
剃刀的锋利,2018-06-27,一部看完有后遗症的电影，缓了好多天，再看别的电影还是索然无味。四个小时一气呵成，天生的导演，天才的控制力。几段长镜头，有逻辑，有情绪，有节奏。别说剪成两小时了，十分钟都他妈不该剪。还是设一个标签吧，但这标签里不会再有第二部电影了。,力荐
黄小米,2018-04-09,生命就是麻烦，彼岸也不过如此。但胡波并不显得虚无或中二，半因表演半因饱满的原创性。结尾让我想到话剧《耶路撒冷》，一样震撼。并且温暖。即使他自己不信，也还是尽可能留下一点光。唯一的bug是彭彭的毽子功，这样都能得奖？,力荐
babydog不Muyan,2018-01-21,"naïf?oui,mais quelle naïveté prodigieuse!|20180220Berlinale影院重看（新音乐减分",推荐
Jason_波波,2018-02-23,2018 BERLINALE 第三发！人生首次在影院一动不动看了4小时，还是在第一排。手持单机长镜头，大光圈特写不补光，导演冒着穿帮和画面黑成一片的风险在处女作中“肆意”炫技挑战演员的演技，而这一切都在高度的临场观感上带给了观影者实打实的体验。毫无疑问导演是卓越的，替来到现场的母亲和中国电影惋惜,推荐
name,datetiem,text,rate
晚不安,2018-08-06,华语影坛不可多得的勇敢之作，胡波显然是一个未来可期的新作者。可以肯定的是，如果剪成两个小时，这部电影就不成立了。连绵的长镜头（调度手法）和虚焦（美学观念），以及导演以死捍卫的完整性，都是为了让观众尽可能沉浸在绝望的情绪中，从而切身体会人物的命运。美中不足的是，当电影体量相较小说文本扩容以后，以多起死亡串联的戏剧性稍显刻意，冲淡了原作中弥漫的虚无感，但又用影像空间对此进行弥补。总的来说，是一部有后劲的电影——后劲不在于生命的沉沦，而在于微茫的希望。不只因为去往满洲里这个荒诞行径所具有的隐秘的暖意，更因为“那边”再好也要留在“这边”解决问题的正向态度。这种面对艺术与生活的决绝与积极，将是我们今后不断怀念胡波的原因。,推荐
黑狗成,2018-07-09,阳光消散的日子。,推荐
朱马查,2018-07-23,快到隧道尽头光亮了，硬是停下来坐下来，让我们理论理论。我不跟你走，可我不愿意看你坐这儿。,还行
阿稚,2018-11-17,一部情绪压制了技术瑕疵的遗珠，愤怒、偏执、无望。导演是颗原石，可惜再没机会打磨了，也许他眼中的世界就是不会好了的吧。恭喜大象，恭喜彭昱畅和章宇。今晚金马故事多。★★★☆,推荐
Colman,2018-03-27,对彭昱畅简直路转粉,推荐
寒枝雀静,2018-08-06,C / 棍棒放下又拾起，解释欲言而又多余，包括始终控制着凝视的视角、距离与时间的长镜头，都引而不发地构成一种关于暴力的修辞。相比影像的强大统治力文本的缺陷反而明显许多。其弊病不在于是否符合现实逻辑，而在于无法为这一切人物同质化的虚无状态创设足够有说服力的情境——哪怕构造一个更具魔幻色彩的情境，也可能比现在这个“现实”的情境更真实。尽管导演的目的应是一种“完成时”，观众却总需要一定程度的“进行时”作为理解的潜在基础。多线程的叙事结构也一定程度上稀释了这种力量感，个人的确会期待更精简更凝聚的版本。,推荐
北岛淳子,2018-11-12,满满的个人意志，但这世上有很多人真的就是这样厌世，这个世界也真的常常这样充满毁灭性。电影不在讲故事，是在讲情绪；不是拍人物，而是拍内心的状态；甚至根本就不存在绝望，而是连绝望都不能拥有，只能选择呼吸，选择冷冷地接受。电影里的氛围和戏院里的冷气一样，看得人手脚冰凉。极度压抑、冰冷的致郁电影。世界是一片荒原，脚下踩着石头和烂泥，头顶是灰茫一片，天上明明有光，但却照不到地上。活着就是巨大的麻烦，活着就是剧烈的痛苦——电影用一个漫长而冷酷的白昼，写下两行醒目的大字。对待残酷现实施加的暴行，如果不用暴力反抗，就只能被淹没，只能坠落，是人类的愚昧、丑陋、险恶和种种罪孽逼迫我们，而有一只大象的满洲里是世间唯一最后的救赎。纪实般的镜头抹掉了演员身上的表演痕迹，彭昱畅真是让人刮目相看。,推荐
HarperDie,2018-02-21,两星半。胡迁230分钟影像上的探索，对华语片有着极高价值。四条主线相互交叉，描摹人性悲哀。然而后期工作未完成只是部分问题，台词书面语与口语混杂不清，对话为配合叙事节奏造成的不适衬都颇为明显。人物意图某种程度上像是导演看待世界的心情碎片集合，黑暗、看不到多少希望。,还行
豆瓣想删谁删谁,2018-06-11,台词可以全部截了发豆瓣！生活就是一个垃圾堆，每天都会堆一堆的垃圾，不停的清理了还是会有垃圾不停冒出来,推荐
judy,2018-11-17,非常沉重抑鬱的電影，但很深刻。四小時是情緒累積的過程，四個主角，由少至老，大家都陷在沒有出口的困境掙扎。就如同整片都籠罩在灰色調。畫面特意用淺焦模糊背景，讓觀眾更集中人物的狀態，也強化那種孤寂的氣息。但他不是完全的喪。結局魔幻的長鏡頭，就是在漫長黑暗中透出的希望。四個主要演員都很出色。彭昱畅、 章宇、 王玉雯、 李从喜。十分惋惜胡波...多麼有才華的人啊...,力荐
么么哒,2018-11-18,实至名归很优秀，恭喜,推荐
Hornykid,2018-09-27,能理解王小帅让他把片儿剪短时候的失望和愤怒。,较差
赫恩曼尼,2018-11-19,在快乐和持重之间，平凡和繁复之间，大海和深渊之间，普通人都会选择前者，我们会试探自我承受的边界，然后小心谨慎地选择最不冒险的选项，如此好度过一生。胡波却选择了后者，选择了不妥协，选择了纯粹，选择了艺术，或许也不是刻意选择，只是天性使然。“大象”最后的叫声是一道梦影，而此在的肉身却被迫经历绝望、挣扎、痛苦、人的恶、空无的意义——这大概就是胡波理解的世界吧。可惜你我永无可能知晓了。他内心有一道沟壑，路过的人只看到微不足道的裂痕，和偏执难解，不合时宜。,推荐
杨三疯,2018-09-15,对不起胡波，我不喜欢却认真看完。片子截取了现今老中青三代，对他们的集体疏离、集体丧和集体无理进行批判，所有人物都没什么礼貌而言，纵然是这狗逼的世界充满着狗逼的人，但太多矫情和说教成份，让文本想要的立意肤浅了不少，也毁了独特的视觉呈现风格。抛开低成本、作者性和独特风格外问题很大（就我看的版本）：1摄影打光变焦问题多2长镜头使正反打消失但后脑勺比正脸多3文本台词硬伤和尬，笑场几次4女主餐厅幽会似乎剪辑硬伤54s店老板儿子上全市最烂中学？这是最美好愿望6买票情节硬伤7无效剧情多8踢键子也是硬伤……但这一切硬伤都随着夜晚几声大象叫戛然而止，又开始喜欢。,较差
砍省影展主席,2018-07-21,永远难以得到客观评价的病人的影像。才华还是有的，影像质感好，长镜头调度好，配乐更是可以加半星。也没有绝望，似乎最后用他自己的方式通往希望。后劲可能挺足,推荐
迟迟,2018-07-23,长镜头大特写，四条线在尾声汇合之后才有了全景。“爱是沉默着行进与牺牲”，在极度压抑的四个小时内勃发出向死而生的激昂。还是有些青涩，角色的对白都像一个人说的，文学性太强而掩盖视听，就是胡波的小说变成了影像。声音很好但有的配乐进得怪怪的。胡波的母亲在现场，而故事里就有丧子的母亲。,推荐
Debussy,2018-09-28,首先，要表达对导演十二分的哀悼和敬意。但这片子的质量，你非说比托米韦素的房间高明到哪去我也没办法～我是个实诚人，衷心希望大家在艺术评论这件事上也都实诚一点～,很差
小熊QQ,2018-09-04,真诚和才华是有的，但满满的恶意与怨气让人喜欢不一起来。死于青春期，未知的恐惧，幻想的破灭，经验的不足，自以为是一叶障目，青春荷尔蒙的分泌，成长的疼痛，无处安放的冲动与热情。,较差
zzy花岗岩,2018-09-23,丧到骨子里，看的我心烦意乱...,推荐
津五渡,2018-08-06,又是一片苍茫，又是无爱的狗13的世界。老人、孩子、长大的孩子，各有各的无爱境遇，所遇尽皆虚伪，“暴力”假“亲人”身份以行，压得人透不过气来。电影虽然戏剧一些，但没有让人感到失真。影片也没有完全陷入绝望，借老人之口告诉我们，心中要有个美好的“那边”，那边大象席地而坐，那边是希望，但要不去那边才能解决好“这边”的问题。这才是人生。这番话也让我觉得胡波不是没有思想的悲观。比《血观音》好，放去年血观音能拿金马，那《大象》也能。,力荐
name,datetiem,text,rate
诸恶莫作,2018-08-02,从电影的观点出发，胡波极其狭隘且极端，不寻出口不懂反抗。即便他现在活着，以后也是必死无疑。就电影本身来看，影像的表达应该是一种手段，而不是目的。所谓的真实其实并非真实，导演主观的操控，把客观一切抹杀。废镜太多，当然这是导演的决定无可厚非。,还行
盲忙,2018-11-13,看看周围，每个人都活着，但他们的心已经死了。生猛，粗砺，看似漫不经心的讲述，实则是十分精妙的布局，就像建造了一个蜿蜒曲折的迷宫，将中国人形形色色的愁苦都小心地隐藏其中。撕开灰暗空气中的雾霾，逃到有大象低吼的地方去，可沉积在心中的霾，又要怎么才能散的去？,力荐
电个爆炸头,2018-11-14,电影过长，存在大量废戏，表演及对白的生硬感更是让人如坐针毡，但如此长度既是它的缺点，也在无意间成为了某种辅助，以长度增加密度，恰好让情绪的感染更加渗入，加之以全片昏暗的光线使用，戾气，暴躁，阴郁，怨怒，苦涩等厌世感也由此朝周遭四处逃逸般弥漫开来，最终流窜到城市的荒原之外，流窜到大象的低鸣面前，此时你又兀自发现了《东邪西毒》中那边的山的代指：事实上，生活不在别处，此处和别处一样糟糕透顶，痛苦是大面积的，满洲里的那只大象其实就是自己。而我又相信，片中的人物早就明白了这一点，他们始终决定要来到大象面前，不是因为逃避，不是要在此找到希望，而是基于另外一个理由，我固然理解这种理由是什么，却不能赞同这样寻找理由的方式（影片的拍摄方式），它太过压抑了，太过不成熟了，而这本来是导演的相反面目才对。,还行
饮歌,2018-09-13,最终，我们都成了那头席地而坐的大象，生活就是那座动物园，现实就是那个一直拿着棍子抽打我们的人，而满洲里则是那个永远到不了的、可能如“地狱”般的天堂；无论我们选择面对、逃避还是毁灭，都无法改变周遭一切可憎的面目。230分钟，是胡波的偏执，更是我们的幸运。,力荐
摩尔乌鸦,2018-11-18,狭隘、偏执、抑郁、中二，导演眼中的世界像极了我上初中的时候，带着弑父情节时而死气沉沉时而癫狂不已，导演眼中的城市好像原始社会，人与人之间充斥着血腥的暴力冲突而没有解决冲突的基本框架，不停的出人命却几乎没有警察介入，当代中国是原始社会吗？王小帅那些话真是一点没说错。所以这部电影在国外应该可以得奖，因为符合欧美日韩人对中国野蛮的想象。另外，那些长镜头如果可以剪掉70%，片长80分钟的话，可以给2星,很差
yangzilan,2018-11-19,昨天看了一下，很深刻，剧情不错。难怪得了金马奖最佳剧情片。,力荐
superose,2018-03-24,在匮乏的制作成本下达到了非常高的完成度 精妙的台词设计 糟糕的录音 在“还有更好的办法吗”中一路向下的所有人 三个主角少年青年老年可能也是一个人 很抱歉看不到导演的下一部作品 希望金马看到你,力荐
瓜子酱,2018-11-15,为胡波感到无比地哀伤与惋惜。《大象》于我，是要从头到尾拉片的，有机会一定要支持正版碟。本届金马，娄烨的《风中》是大师之作，是我所认为的本届金马第一；而《大象》虽有缺憾，但才华四溢，锋芒尽露，是本年度最接近“伟大”一词的电影。有必要说一下这样的戏剧性是不能称之为“刻意的”，这样深到骨子里的绝望也绝不仅仅是中国愤青骂街而已。它们对应着胡波本人的命运：好端端的怎么就这样了？是啊，这一个中国，好端端的怎么就这样了？,力荐
三十二靡,2018-08-12,为什么舍不得剪掉一半,还行
Q·ian·Sivan,2018-11-19,"—— 致鬱至極「人活著呀, 是不會好的. 會一直痛苦, 一直痛苦. 從出生的時候開始, 就一直痛苦. 以為換了個地方會好, 好個屁呀, 會在新的地方痛苦.」「我的生活就是一堆破爛, 每天堆到我跟前. 我清一棍, 就有新的堆過來. → 大家不都這樣嗎? 你意思就你受不了了.」「你說什麼? → 我還能怎麼辦?」「你能去任何地方, 可以去. 到了就發現, 沒什麼不一樣.」「你站在這裡, 你可以看到那邊那個地方. 你想那邊一定比這好， 但你不能去, 你不去, 才能解決好這的問題.」",推荐
彼得与猫,2018-04-09,林肯中心“New Director” 系列放映，很丧的4小时，竟到最后看到了某种莫名的浪漫感。去看满洲里马戏团的大象，成为了暗淡生命中唯一的光，即使大象或许并不存在。,力荐
内陆飞鱼,2018-09-18,强迫症一般的观影体验，看得忐忑不安，耗时，耗力，一直忍着没快进，三星半，执行也好，剪辑也好，持保留意见，这肯定不是最好的版本和结果，可惜导演不愿意再去证明了。,还行
妖灵妖,2018-08-02,的确是才华横溢,推荐
盘子,2018-07-21,看到了最后做完的版本，好到太好太好了。是的有瑕疵，但是他还年轻啊！这么细腻准确的观察、执行，这么细密的编织和勇敢尝试……那还要怎样！！！,力荐
普卢拉,2018-02-18,没有最丧 只有更丧 全片自然光 从清早到夜晚 看的过程中在怀疑是不是这个片子的英文名也该叫long day’s journey into night 过完这一天就像过完整个一生 （还是觉得太长了）,推荐
自決,2018-08-05,后摇一出身价暴跌，王小帅喷是有道理的,还行
苹果派,2018-08-07,很文艺，片子还是有点打动人，看完感觉很遗憾吧，很有想法的导演。,推荐
粵語殘片,2018-08-03,场面调度水平在同年龄段导演里屈指可数，可惜了,推荐
玛琳娜不撒娇,2018-08-09,大烂片。典型的心气高没脑子。为什么人死了就要去吹捧一番？谁爱死谁死。同情心有啥用？能换肯德基优惠券吗？,很差
今言,2018-07-16,"""版权回到了胡波父母手里""，如果能上映的话必去支持！",推荐
name,datetiem,text,rate
T-two,2018-10-02,镜头已经具备了塔尔三成的功力，不过胡波可能没有意识到塔尔标志性的长镜头在《撒旦探戈》、《鲸鱼马戏团》和《都灵之马》这些重展示而轻叙事的影片中才发挥得淋漓尽致，而在塔尔自己的《来自伦敦的男人》这样以希区柯克式悬疑开场的戏剧化影片中也会显得捉襟见肘。本片中冗余的背影跟拍造成拖沓叙事，这也是处女长片导演的一个通病，盲目坚信自己的艺术表达方式。还有胡波对于世界的愤怒和绝望并没有通过画面去加载和传递，而是单单通过人物对白的形式给出，人人口中都念念有词的人生感悟，而影像本身却没有被赋予以产生出情感冲击的驱力，多视角叙事这种强戏剧性的表现手法和塔尔式的长镜头出现了第二次的不融洽。影片的色调比较舒服，尤其结尾处长途汽车上镜头随着车外的橙色光线慢慢推进时产生的光影斑斓超赞，这或许才是塔尔式长镜头正确打开方式。,还行
Mr. Infamous,2018-11-15,丧到爆，突然觉得兴许能明白导演的一些抉择。像是永远被掩埋在井陉的浓重雾霾里，每个家庭都是冷漠的，每个陌生人都是嚣张的，每个人都是憋屈的，愤怒的，对复仇跃跃欲试而对行动垂头丧气的。于城说，“我的生活就是一堆破烂，每天堆到我跟前，我清一棍，就有新的堆过来。”副主任说，“怎么他妈这么多人多管闲事，这个国家的人为什么这么邪恶呢？”副主任又说，“人活着呀，是不会好的……从出生的时候开始，就一直痛苦……以为换了个地方会好，好个屁呀。”李凯说，“这世界挺没劲”。大象为什么席地而坐？而人又为什么同样站不起来？表演与台词大多时候生活流得真实，真实得骇人，偶尔却像是戏剧念白了，但章宇、彭昱畅、王玉雯、李从喜、王柠、董向荣，都有高光的时刻。日后胡波想表达的这版本要能上映，一定买票。,推荐
海边的安托万,2018-10-08,四小时版不觉得长，看的津津有味。导演有意识地用焦点讲故事，贯彻全片的浅景深表达出四位主角与周围环境的格格不入。长镜头没有在展示什么复杂调度，而是完整表现人物某个时间段的状态，很多时候都以跟拍起始，像是在引领观众，成为身临其境的旁观者。与此同时悄无声息完成多线索叙事，最后汇集到一个逃离的主题，由四个人引出的是四个糟糕的家庭，由于缺少爱和温暖，满洲里的大象似乎就成了最后的希望之光和逃避之所。选角很成功，表演很有灵气，看到了几颗充满可塑性的未来新星。致郁的气质或许是导演彼时心境的反映，负能量的表达可以接受，不过影片抑制不住地想要通过台词宣泄情绪，是稍嫌遗憾的地方。,2018-10-08 22:02:46
Z星驰007,2018-11-18,啊！丧啊！这世界一点人情味都没有，连温暖自己都要用最冷漠的方式。昏暗之中摇曳着的是冷峻的光，可正是这一点点的光啊，才让人挣扎着不舍得放弃这个世界、不忍心流放已是伤痕累累的自己。,推荐
罅隙,2018-11-18,胡波的最初也是最后一部影片，仿佛被一双黑色的大手扼住咽喉，它太青涩了，几乎布满了各种情绪，细节，甚至节奏上的瑕疵，然而也正是因为如此，它那刀锋般的棱角才会闪出明亮的寒意与控诉。这北方的特有的干冷与阴沉浸入影片气质里去，亦会唤起几代人迷失的挣扎。人的嘴巴太干，抽烟时便会带走嘴上的皮，会有血顺着扯出来。这句特别沮丧特别无力又毫无意义的话描述了我们的一生。困顿与疲倦是我们干巴瘦弱的意识的体态，渺小只能装在笼子里挨打。这特别绝望，整个身体都是窟窿，晃在风里发出悲鸣。,还行
巴伐利亞酒神,2018-11-23,从10年前的《杀死那个石家庄人》，到今天的《大象席地而坐》，一首歌和一部电影，基本就勾勒出一幅工业小城底层民众的浮世绘。生活是一堵坚忍的墙，你翻不过去，更撞不开口子。留下的只有撕裂的痛楚，粗鄙的罪恶，卑微的倔强，和绝望的呼喊。观影过程中，尝试竭力屏蔽导演去世的哀伤，以求尽可能客观的体验。前三个小时的缓慢推进和爆炸式的冲突处理的非常有水准，可惜结尾有点崩。每个人心中都有一头大象，它在奔跑，在癫狂，在愤怒，在迷茫，但从未席地而坐。它在黑暗中发出的那几声嘶吼，多么像唱给导演的一首挽歌啊。,推荐
银河系漫游指南,2018-11-10,去年暑假自驾游去满洲里，在夜幕降临的草原上只有一条没有路灯的公路，于是我们仿佛是在漆黑一片的宇宙中航行，丧失了远方对比的景象也同时失去了对于时间的感知，不知道过了多久，突然远方出现了一些闪亮的斑点，越来越多越来越亮，就像黑色沙漠里的金色蜃影。后来知道，那是满洲里金光四射又空旷无人的大楼，一个完美的蜃影。那天晚上，我住在一所残破的酒店里，透过布满灰尘的大窗户，可以看到周围金色灯光下的街区，但是除了自己以外几乎见不到人，一种末日余生的感觉。所以在看这部电影时，我怀疑胡波有和我一样的满洲里经历。,推荐
冰雪殇·保罗·张,2018-08-05,能拍出这样的电影的人，自杀也只是完成生命最后的仪式吧。全程灰色基调和时而插入的后摇有着我无法理解的绝望，可是就算是我的如此平庸的生活也能找到很多色彩啊。越看这种类型的电影，我就越喜欢热爱生活的人们,2018-08-05 09:31:55
野野,2018-11-15,1尚未抵达大师，却才华横溢，可以看到受侯孝贤与贝拉·塔尔的影响很深。养老院段落的横移长镜头，与《天谴》特别相似。2略不同之处，长镜头虽然很慢，但胡波却在里面安排了一些强情节（人与人的对峙），长镜头叙事在慢与紧张之间形成微妙的浪潮。3许多段落的前景以近景而漫无目的行走的背影为主，后景变虚，仿佛我们就跟着里面的人在走，产生不被注视的、毫无风险的沉浸感。4「我只是一场空洞恼怒，我再也不知自己是什么」（巴塔耶）。但片中的每个人，一直没有明确的行动与希望，他们没有解决问题的能力，或者说，不管去往哪一层空间，人都是无处可逃。5影片的情绪是导演的情绪。我不认为胡波的绝望在于彻底撕毁，他可能想过与世界和解，才会创造出那么多绝望的人。6「大象」从来没有出现过，这是片子的高度。,力荐
茕林复,2018-09-04,"若说死者为大，那对所有在世和不在世的影人而言，都是不公正的。
评论区何必要贬低绘画、音乐或舞蹈呢。拍电影、当作家的，哪里都是这么g眼看人低的呢？",很差
SingLesinger,2018-07-21,愿你在星辰那端忽闻象鸣。,力荐
觉 溺,2018-08-03,人活着呀是不会好的 会一直痛苦 从出生的时候开始就一直痛苦 以为换了个地方会好 好个屁啊 会在新的地方痛苦 明白吗 没有人明白,推荐
猪老三,2018-11-19,跟成年后的世界相比，青春期的痛苦也许不值一提，但为什么痛得如此锐利清晰，这个问题一直困扰着我，直到有一天我发现自己已经丧失了去打，去砸，去愤怒去干架去和全世界对着干的勇气,推荐
黑色女巫,2018-06-29,希望导演的才华不会被辜负,力荐
小月,2018-08-12,我感觉导演拍的有些过，一方面四小时没必要，现在导演都爱搞长镜头，没必要的长镜头很拖时间;一方面人物痛苦不能让人完全理解，有不满有误会都不讲清楚，把郁闷无限放大成绝望，为赋新词强说愁。老头自己的房就说不去敬老院能怎样？男学生就讲实际情况被欺负时甩了下那人就摔下去能怎样？女孩的事情既然没有过界别人爱怎么说怎么说能怎样？男孩好友不知道受多大仇多大怨，留下一句“世界太恶心“”就自杀是不是太矫情？导演想讲的就是生活一团狗屎，大家都想逃，但哪里的生活都是一团狗屎，所以留下来面对狗屎吧。生活不止眼前的苟且，还有远方的苟且，不对，是还有诗和远方！说好的大象呢？刚发现原来导演去年自缢身亡。。难怪要表达的态度如此消极。。我只能说，只有活着才能看到今天的成就。。,推荐
尘鸿,2018-08-03,和小说一样狭隘，死并不是光环。,较差
matchbox,2018-08-05,镜头很讲究，人物发展真是没啥共鸣。那不绝于耳的后摇嘛，呵呵。,还行
